"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SMIM15",9.7894566430478e-69,-0.269802799012749,0.084,0.136,3.24138698907956e-64
"LRRC23",9.87660228728938e-69,-0.339354924040508,0.061,0.105,3.27024178334439e-64
"ZNF714",1.17993597388618e-68,-0.382356495502677,0.059,0.103,3.90688600313453e-64
"RESF1",1.29928171299651e-68,0.533160954881974,0.493,0.459,4.30205167990274e-64
"IL7R",2.27839209433799e-68,-0.96667276807432,0.174,0.228,7.5439840635625e-64
"ZDHHC3",2.33353705701228e-68,-0.306542171379441,0.081,0.132,7.72657454947336e-64
"FAM111A",2.45084444667739e-68,0.895757254987674,0.167,0.117,8.11499104739352e-64
"ATG5",3.61591974018302e-68,0.704264091898386,0.3,0.25,1.197267185172e-63
"NDUFV2",6.11455204404614e-68,0.737573262066875,0.361,0.336,2.02458932730412e-63
"R3HCC1L",6.51919120834932e-68,0.743081479651719,0.215,0.162,2.15856940099654e-63
"PHYH",9.36083190838265e-68,0.251279543756993,0.062,0.109,3.09946505318458e-63
"COX17",1.26919639556265e-67,0.798195205939875,0.261,0.214,4.20243618534751e-63
"NSF",1.63656861443009e-67,0.872324230920919,0.176,0.127,5.41884233923949e-63
"MGME1",2.02551909867533e-67,0.95625685863026,0.126,0.082,6.7066962876239e-63
"BMAL1",3.85787588672949e-67,0.610536106949292,0.201,0.146,1.277381284855e-62
"WDR47",7.05647475033164e-67,-0.534074437657859,0.062,0.106,2.33646935458231e-62
"SC5D",1.01164252473992e-66,-0.429119728321473,0.057,0.1,3.34964956366636e-62
"MED30",1.31938673136265e-66,-0.609963377749588,0.084,0.133,4.36862140621486e-62
"TPRG1",2.02867399598914e-66,-0.416155268820321,0.061,0.105,6.71714246811964e-62
"LIMS1",2.88932558595152e-66,0.655851600575926,0.385,0.351,9.56684594764407e-62
"SLC16A3",3.2221934129159e-66,0.696336749795887,0.122,0.077,1.06690046095059e-61
"MBD2",4.21045747846262e-66,0.750998343010963,0.313,0.27,1.39412457569376e-61
"TRABD",7.41676663838191e-66,0.786990399054601,0.197,0.146,2.45576560163464e-61
"ZC3H12C",3.27791714860619e-65,2.15644568388015,0.113,0.075,1.085351147075e-60
"ACSL1",3.56116243513148e-65,1.33315615484647,0.105,0.065,1.17913649389638e-60
"CKAP2",3.66372455525422e-65,0.90342250454863,0.137,0.092,1.21309583749022e-60
"ADAM8",5.08892957057315e-65,0.692986039325933,0.109,0.066,1.68499547011247e-60
"NFAT5",7.6086076547003e-65,0.488997739582563,0.526,0.52,2.51928608054782e-60
"GRB2",8.11573003880591e-65,0.604045935531037,0.356,0.311,2.68719937314902e-60
"PHYKPL",1.48470089815669e-64,0.977262658551759,0.319,0.283,4.91599314388661e-60
"CARS1",1.57101236671152e-64,1.04552882321482,0.164,0.119,5.2017790474185e-60
"C18orf25",1.74577776763722e-64,0.725083428702089,0.22,0.168,5.78044476642361e-60
"NPIPB13",2.69603807086274e-64,1.07920518622962,0.142,0.098,8.92685165643362e-60
"GFOD1",4.30058415792999e-64,0.794792494798833,0.158,0.11,1.4239664205322e-59
"HIGD1A",5.38723811950821e-64,-0.267707427817096,0.068,0.113,1.78376841375036e-59
"PIK3CG",8.15428946769745e-64,0.393066988134473,0.135,0.086,2.6999667856493e-59
"DCTN6",9.12002420846594e-64,-0.317420707739085,0.093,0.145,3.01973121566516e-59
"YPEL5",1.02819766165799e-63,-0.49804967595915,0.305,0.377,3.40446527751579e-59
"UPP1",1.34071447196341e-63,0.593151003920699,0.171,0.119,4.43923968811803e-59
"CBL",1.40146295114289e-63,0.767097408661056,0.238,0.189,4.64038397752922e-59
"DCLRE1C",1.84477712604126e-63,1.05275159973364,0.143,0.098,6.10824154203523e-59
