"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.59467926235534,0.502,0.165,0,"IC2","ICA1"
0,1.60485708906738,0.562,0.226,0,"IC2","IFI44L"
0,0.942500943384283,0.678,0.343,0,"IC2","MAILR"
0,2.40791979466176,0.399,0.064,0,"IC2","LINC02975"
0,3.15003876358036,0.395,0.06,0,"IC2","NRAD1"
0,1.26263756023982,0.611,0.276,0,"IC2","LRRC8D"
0,1.14317137233895,0.645,0.311,0,"IC2","DLG5"
0,1.43707464753808,0.559,0.226,0,"IC2","HMGA1"
0,1.59046338855521,0.511,0.178,0,"IC2","SMYD2"
0,0.789113956963716,0.637,0.304,0,"IC2","H1-2"
0,1.15875715528054,0.65,0.317,0,"IC2","PKN1"
0,1.93795268733956,0.495,0.162,0,"IC2","SLC26A2"
0,2.28615068335489,0.417,0.084,0,"IC2","THOC3"
0,1.67053414850785,0.479,0.146,0,"IC2","LINC02666"
0,1.14253861195249,0.648,0.316,0,"IC2","DHRS3"
0,1.04034078448583,0.624,0.292,0,"IC2","BCAR3"
0,1.00236726729983,0.742,0.41,0,"IC2","MID1"
0,1.86229256797001,0.498,0.166,0,"IC2","GALNT14"
0,2.37126114697283,0.407,0.075,0,"IC2","ENSG00000229321"
0,0.512073300570402,0.683,0.352,0,"IC2","DSP"
0,0.974621018003922,0.596,0.265,0,"IC2","CASP8"
0,1.1739215520566,0.606,0.275,0,"IC2","RELCH"
0,1.47068565488008,0.556,0.226,0,"IC2","ENSG00000290032"
0,1.51816433339828,0.543,0.213,0,"IC2","TAP1"
0,1.54814175898847,0.55,0.22,0,"IC2","ZNF75D"
0,1.10404661482828,0.62,0.29,0,"IC2","ENSG00000291178"
0,1.28197899932474,0.654,0.324,0,"IC2","C1RL"
0,1.08914006827386,0.493,0.163,0,"IC2","BTNL9"
0,2.04103402298769,0.474,0.144,0,"IC2","LY6E-DT"
0,1.13796762757034,0.6,0.27,0,"IC2","CD82"
0,3.76731561453991,0.368,0.039,0,"IC2","PROM1"
0,1.51176770135254,0.643,0.314,0,"IC2","PSMB10"
0,1.01477116086404,0.644,0.315,0,"IC2","MTM1"
0,1.19478567395829,0.584,0.255,0,"IC2","SAMD1"
0,1.00291403167552,0.541,0.213,0,"IC2","SOX17"
0,0.78654859613707,0.622,0.294,0,"IC2","SORT1"
0,0.995355805023328,0.63,0.302,0,"IC2","SLX4IP"
0,2.52937602827694,0.399,0.072,0,"IC2","EVA1A"
0,1.52348457882002,0.521,0.194,0,"IC2","MACC1"
0,0.801252543958665,0.786,0.459,0,"IC2","SIPA1L3"
0,0.561796513415672,0.646,0.319,0,"IC2","LAMA5"
0,1.08366347567196,0.686,0.36,0,"IC2","RPRD1A"
0,1.46007109206953,0.458,0.132,0,"IC2","HCP5"
0,1.05522751905389,0.785,0.459,0,"IC2","RALGAPA2"
0,1.18086575569891,0.604,0.278,0,"IC2","TRIM38"
0,1.70998106575415,0.49,0.164,0,"IC2","GRB7"
0,0.809660089267952,0.591,0.265,0,"IC2","C19orf33"
0,2.12649720094437,0.4,0.075,0,"IC2","S100A2"
0,2.99929209198509,0.384,0.059,0,"IC2","PLCH1"
0,1.09005631867534,0.666,0.341,0,"IC2","DGLUCY"
0,1.59726463878568,0.445,0.12,0,"IC2","SMAD6"
0,1.18317392938504,0.667,0.342,0,"IC2","GRAMD1A"
0,1.26652302786224,0.523,0.199,0,"IC2","ST3GAL6"
0,1.63131704047003,0.5,0.176,0,"IC2","LIMK1"
0,1.92362971520059,0.467,0.144,0,"IC2","DUSP6"
0,2.09271921763404,0.439,0.116,0,"IC2","CLDN16"
0,0.81725846787974,0.764,0.441,0,"IC2","MYO10"
0,1.20665081306983,0.57,0.247,0,"IC2","PPP1R35"
0,1.47552238373605,0.513,0.191,0,"IC2","EPHB2"
0,1.94321320887318,0.455,0.133,0,"IC2","PTPRU"
0,2.48626890344777,0.4,0.078,0,"IC2","HLA-DMB"
0,1.03624892015869,0.65,0.328,0,"IC2","FOXK1"
0,1.17118951426906,0.563,0.241,0,"IC2","SKAP1"
0,1.01403882469938,0.529,0.208,0,"IC2","TMEM265"
0,2.87823737840071,0.393,0.072,0,"IC2","HLA-DRB5"
0,1.26454354718222,0.625,0.304,0,"IC2","NUB1"
0,1.02241020757437,0.651,0.33,0,"IC2","DHX32"
0,1.41714860373006,0.487,0.166,0,"IC2","SPTBN2"
0,1.24697669681274,0.49,0.169,0,"IC2","PPL"
0,0.831339392561341,0.685,0.365,0,"IC2","KIAA1522"
0,0.857895399634039,0.614,0.294,0,"IC2","TMCO4"
0,0.940819140118492,0.828,0.508,0,"IC2","ARHGEF3"
0,1.48457317825181,0.568,0.248,0,"IC2","TMEM161B-DT"
0,1.71583121887424,0.922,0.603,0,"IC2","LRMDA"
0,1.33573823604577,0.553,0.234,0,"IC2","CC2D1A"
0,1.11424561595933,0.64,0.321,0,"IC2","RGL1"
0,2.73831588377385,0.39,0.071,0,"IC2","ERG"
0,0.404058603221088,0.854,0.535,0,"IC2","ESR1"
0,1.06381010383816,0.589,0.27,0,"IC2","FAM107B"
0,1.01569599785167,0.696,0.377,0,"IC2","SPG11"
0,1.19687080648289,0.792,0.474,0,"IC2","CAMKMT"
0,1.20260514103694,0.56,0.242,0,"IC2","E2F3"
0,1.1343289277685,0.617,0.299,0,"IC2","ALPK1"
0,2.75241666378307,0.379,0.061,0,"IC2","FAT2"
0,1.43379768449845,0.515,0.197,0,"IC2","TAP2"
0,1.24470723530949,0.647,0.329,0,"IC2","PDE7A"
0,1.43797586762998,0.88,0.562,0,"IC2","CYBA"
0,0.978239743036195,0.598,0.28,0,"IC2","RBBP8"
0,1.02069147038232,0.525,0.208,0,"IC2","LAMC2"
0,1.30644241605793,0.549,0.232,0,"IC2","SMARCD3"
0,1.65986297810766,0.518,0.201,0,"IC2","H2AC25"
0,1.62405556661288,0.579,0.262,0,"IC2","PLXNA2"
0,1.0683094511169,0.634,0.318,0,"IC2","FGGY"
0,1.01174518735783,0.634,0.318,0,"IC2","NIBAN2"
0,0.982360461988367,0.62,0.304,0,"IC2","TSPAN14"
0,0.337055937721919,0.823,0.507,0,"IC2","CYRIB"
0,1.30670941875174,0.549,0.234,0,"IC2","IFI44"
0,2.41567505157205,0.401,0.086,0,"IC2","LCN12"
0,1.1026675458987,0.5,0.185,0,"IC2","ARHGEF10L"
0,2.46995324535877,0.382,0.067,0,"IC2","ADRA2C"
0,1.5304233296026,0.417,0.102,0,"IC2","ITPR2-AS1"
0,0.966839769919187,0.523,0.209,0,"IC2","CLIC5"
0,0.661889872762677,0.889,0.575,0,"IC2","TRAPPC9"
0,0.900413213671964,0.645,0.331,0,"IC2","EOLA2-DT"
0,1.1565851456459,0.869,0.555,0,"IC2","FNBP1"
0,0.915333822188376,0.632,0.319,0,"IC2","TES"
0,0.618810333840613,0.648,0.335,0,"IC2","PDLIM1"
0,0.961350662355563,0.569,0.256,0,"IC2","ABHD11"
0,1.48212638588705,0.463,0.151,0,"IC2","SOX13"
0,0.697465109112402,0.619,0.307,0,"IC2","VAMP8"
0,1.58663683588706,0.49,0.178,0,"IC2","PLEKHF2"
0,2.20799547915221,0.396,0.084,0,"IC2","CX3CL1"
0,0.49133193917886,0.623,0.311,0,"IC2","LINC00511"
0,1.27330095155328,0.572,0.26,0,"IC2","VTCN1"
0,1.17336894446945,0.703,0.391,0,"IC2","GSTK1"
0,1.33162931068984,0.474,0.162,0,"IC2","TSPAN15"
0,0.956310753817201,0.566,0.254,0,"IC2","CMTM4"
0,0.835076101819651,0.542,0.231,0,"IC2","ERBB3"
0,0.996991452140012,0.595,0.284,0,"IC2","OCIAD2"
0,2.49732434338392,0.367,0.056,0,"IC2","SUSD2"
0,0.858588452839995,0.699,0.388,0,"IC2","ASXL2"
0,1.03753783632872,0.803,0.493,0,"IC2","HIP1"
0,0.813108775730702,0.644,0.334,0,"IC2","ENSG00000290833"
0,0.892319238263138,0.51,0.2,0,"IC2","RGS6"
0,1.12711436428253,0.602,0.292,0,"IC2","AKT1"
0,1.56107928269087,0.464,0.155,0,"IC2","CTTNBP2"
0,1.14003656598593,0.539,0.23,0,"IC2","APOL6"
0,0.997456523996513,0.567,0.258,0,"IC2","AGAP3"
0,1.2360049226181,0.529,0.221,0,"IC2","PRKCH"
0,0.866799391358466,0.789,0.481,0,"IC2","FUT8"
0,1.39493883516711,0.467,0.159,0,"IC2","SQOR"
0,0.636035180573856,0.517,0.209,0,"IC2","TNNT1"
0,1.30178932591067,0.619,0.311,0,"IC2","GABPB1-AS1"
0,0.670949096353725,0.721,0.413,0,"IC2","RUNX1"
0,0.671183262437321,0.574,0.266,0,"IC2","NRBP2"
0,2.13184903271647,0.407,0.099,0,"IC2","LINC01503"
0,0.859390635554402,0.473,0.165,0,"IC2","RNF152"
0,0.940232335331197,0.678,0.371,0,"IC2","SFT2D2"
0,0.572624622356304,0.672,0.365,0,"IC2","GPD2"
0,1.99725081850813,0.513,0.206,0,"IC2","DOCK3"
0,0.820936120333123,0.663,0.356,0,"IC2","STRBP"
0,1.08774415363185,0.528,0.221,0,"IC2","ZSWIM4"
0,0.76376698973985,0.62,0.313,0,"IC2","FRMD4B"
0,0.586055817702322,0.749,0.442,0,"IC2","DIAPH1"
0,0.729042872993611,0.621,0.314,0,"IC2","IKBKB"
0,2.55195307323388,0.355,0.048,0,"IC2","LINC01550"
0,0.914607200967305,0.572,0.265,0,"IC2","SYNGR2"
0,1.19719838524237,0.527,0.221,0,"IC2","PARP10"
0,0.992952716646418,0.619,0.313,0,"IC2","OSBPL10"
0,2.56319227259032,0.385,0.079,0,"IC2","RP1"
0,0.854897477723209,0.626,0.32,0,"IC2","GRIP1"
0,0.866798373195508,0.589,0.283,0,"IC2","EEF2K"
0,1.07600596024452,0.68,0.375,0,"IC2","AK2"
0,0.984335273047299,0.485,0.18,0,"IC2","LPAR3"
0,0.905692242077431,0.606,0.301,0,"IC2","ANKRD36"
0,0.779316255372238,0.725,0.42,0,"IC2","TM4SF1"
0,2.44825271836131,0.37,0.065,0,"IC2","ENSG00000285744"
0,0.718690550402414,0.754,0.449,0,"IC2","NAV2"
0,1.06349010192186,0.508,0.203,0,"IC2","FXYD3"
0,1.03899112869772,0.575,0.27,0,"IC2","TSC22D4"
0,0.802990712552931,0.65,0.346,0,"IC2","MGST2"
0,2.11158894608148,0.39,0.086,0,"IC2","LINC02981"
0,1.57294315738261,0.463,0.159,0,"IC2","TCIM"
0,1.93969333854574,0.391,0.088,0,"IC2","XKR4"
0,0.987124785166137,0.653,0.35,0,"IC2","ZNRF1"
0,0.896673582993424,0.722,0.419,0,"IC2","TNRC18"
0,0.972563035296913,0.496,0.194,0,"IC2","CDCP1"
0,0.770149064865436,0.602,0.3,0,"IC2","ZNF33B"
0,1.42940546826896,0.471,0.169,0,"IC2","GSAP"
0,1.01022458469112,0.871,0.57,0,"IC2","PHACTR4"
0,0.889174002766624,0.532,0.231,0,"IC2","GALNT3"
0,0.989651666140177,0.589,0.288,0,"IC2","ENSG00000290548"
0,1.43429110966606,0.479,0.178,0,"IC2","UBASH3B"
0,0.952247928884946,0.76,0.459,0,"IC2","VPS13C"
0,1.79194297586228,0.412,0.111,0,"IC2","BICDL2"
0,3.83904040399445,0.322,0.021,0,"IC2","KCNN4"
0,0.627119912440556,0.543,0.243,0,"IC2","C2orf88"
0,1.02601657545512,0.509,0.209,0,"IC2","TNFRSF21"
0,1.42202939593906,0.447,0.147,0,"IC2","KRT23"
0,1.30842326036349,0.472,0.172,0,"IC2","GALNT6"
0,0.732410094850867,0.708,0.408,0,"IC2","DNM2"
0,1.01614886466842,0.703,0.403,0,"IC2","SH3YL1"
0,1.3216752451602,0.457,0.158,0,"IC2","ITPKB"
0,1.03603421335292,0.527,0.228,0,"IC2","ANKMY1"
0,1.08659561525207,0.803,0.504,0,"IC2","PLCB1"
0,1.59398594285411,0.54,0.241,0,"IC2","APOL1"
0,3.86539354924272,0.326,0.027,0,"IC2","HLA-DQA2"
0,0.772363239654248,0.499,0.2,0,"IC2","PTGS1"
0,1.19585187478301,0.575,0.276,0,"IC2","EDA"
0,3.74833389890388,0.339,0.041,0,"IC2","ALK"
0,1.15714341692336,0.48,0.182,0,"IC2","NSUN5P1"
0,0.845751887768592,0.632,0.334,0,"IC2","ZNF767P"
0,0.712388686167702,0.64,0.342,0,"IC2","PARN"
0,0.809667509815534,0.583,0.285,0,"IC2","ENSG00000259972"
0,0.952759704627247,0.573,0.275,0,"IC2","SLC30A6"
0,1.07699268857079,0.833,0.535,0,"IC2","GMDS-DT"
0,0.862246622832178,0.551,0.254,0,"IC2","ATAD1"
0,0.819873516795061,0.625,0.328,0,"IC2","TMEM87B"
0,1.42411852196037,0.412,0.115,0,"IC2","SEMA3F"
0,0.851986335233899,0.616,0.319,0,"IC2","GPR107"
0,1.19115673886922,0.471,0.174,0,"IC2","RASSF7"
0,1.23898210156563,0.479,0.182,0,"IC2","UNC93B1"
0,2.95717140078802,0.377,0.08,0,"IC2","LINC02694"
0,1.29088425399038,0.583,0.286,0,"IC2","L3MBTL4"
0,1.06113764662924,0.643,0.347,0,"IC2","LBH"
0,0.704728616247666,0.776,0.48,0,"IC2","CD2AP"
0,0.866195514318005,0.647,0.351,0,"IC2","GTF2IRD1"
0,1.25731301452899,0.468,0.172,0,"IC2","RAD51-AS1"
0,1.80770360457005,0.403,0.107,0,"IC2","SPINT1-AS1"
0,1.17268221770569,0.589,0.293,0,"IC2","MGAT4B"
0,0.859350841437863,0.509,0.214,0,"IC2","SPRY1"
0,1.32112814430135,0.663,0.368,0,"IC2","RIGI"
0,0.950863591384142,0.582,0.287,0,"IC2","MIR29B2CHG"
0,0.876013972187491,0.568,0.273,0,"IC2","IFT172"
0,1.42261426905644,0.448,0.154,0,"IC2","MLPH"
0,1.00546797341148,0.543,0.249,0,"IC2","RALGPS1"
0,0.917768035089687,0.674,0.38,0,"IC2","DPH6"
0,1.72210645477984,0.395,0.101,0,"IC2","MVP-DT"
0,1.11591727296626,0.701,0.407,0,"IC2","ENSG00000227486"
0,1.15403091267991,0.729,0.435,0,"IC2","BCAP31"
0,0.867613105192869,0.692,0.398,0,"IC2","TRIM56"
0,0.774543256254273,0.685,0.392,0,"IC2","AVL9"
0,0.858169767639254,0.558,0.265,0,"IC2","BEND7"
0,1.12885019182742,0.777,0.484,0,"IC2","TSPAN3"
0,0.851619328947426,0.73,0.437,0,"IC2","RALGPS2"
0,0.99014688764779,0.594,0.301,0,"IC2","ENSG00000287042"
0,0.592965424026028,0.61,0.317,0,"IC2","MAP7"
0,1.09288553486647,0.634,0.341,0,"IC2","AHR"
0,0.694156802301536,0.724,0.431,0,"IC2","ZNF33A"
0,0.73365297033268,0.592,0.299,0,"IC2","RBM38"
0,0.925333009791807,0.65,0.358,0,"IC2","PARP8"
0,1.97603732793835,0.384,0.092,0,"IC2","ZNF467"
0,0.823206728306852,0.521,0.229,0,"IC2","SCRIB"
0,1.13237803672636,0.51,0.218,0,"IC2","AGPAT2"
0,0.742685258862846,0.648,0.356,0,"IC2","CDR2"
0,1.94246017834033,0.401,0.109,0,"IC2","CAPS"
0,0.777603522327155,0.624,0.332,0,"IC2","EYA3"
0,0.856473450858015,0.739,0.447,0,"IC2","SLC25A13"
0,1.4873187814411,0.782,0.491,0,"IC2","GLIS3"
0,0.852304822891478,0.62,0.329,0,"IC2","ZDHHC21"
0,0.973701098362531,0.626,0.335,0,"IC2","DMKN"
0,0.914578465793413,0.682,0.392,0,"IC2","IRF2BP2"
0,1.3819245732809,0.468,0.178,0,"IC2","CCDC125"
0,1.01523041492743,0.539,0.249,0,"IC2","TRIM26"
0,1.06572590779104,0.517,0.227,0,"IC2","ORC5"
0,1.16145288218254,0.511,0.221,0,"IC2","SEMA4B"
0,0.704176029888918,0.524,0.234,0,"IC2","ITGA3"
0,1.15855216486865,0.481,0.191,0,"IC2","CPSF3"
0,0.689154020462996,0.578,0.288,0,"IC2","CXXC5"
0,1.64235652222854,0.488,0.198,0,"IC2","CLEC2D"
0,0.744389461237726,0.709,0.419,0,"IC2","FBXO34"
0,0.833692565774343,0.58,0.29,0,"IC2","SLFN5"
0,0.91179688998728,0.654,0.365,0,"IC2","PEA15"
0,0.85862708427804,0.758,0.469,0,"IC2","DNAH14"
0,1.64593946408337,0.405,0.116,0,"IC2","UPP2"
0,1.33752176907055,0.468,0.179,0,"IC2","PARP12"
0,1.36304760108667,0.444,0.155,0,"IC2","LINC01301"
0,0.956526596703659,0.794,0.505,0,"IC2","SGMS1"
0,1.66775777288582,0.425,0.136,0,"IC2","LINC01091"
0,0.924274011549442,0.585,0.296,0,"IC2","TNKS1BP1"
0,1.03275305056241,0.57,0.281,0,"IC2","TCP10L"
0,1.51651330511041,0.666,0.378,0,"IC2","PLAAT4"
0,0.967488572290419,0.545,0.257,0,"IC2","SLC35F2"
0,1.00650600328425,0.534,0.246,0,"IC2","TCF20"
0,0.646040257971858,0.733,0.445,0,"IC2","PLEKHA7"
0,0.652320442062554,0.908,0.621,0,"IC2","MEIS1"
0,1.20444752731183,0.495,0.208,0,"IC2","CAPG"
0,0.891820407978986,0.549,0.262,0,"IC2","KNOP1"
0,0.737378769717023,0.76,0.473,0,"IC2","PHKB"
0,0.750856507128183,0.595,0.308,0,"IC2","ZNF608"
0,0.692891148602467,0.837,0.55,0,"IC2","PRKCE"
0,0.79222000094899,0.566,0.279,0,"IC2","OIP5-AS1"
0,0.98463690937847,0.491,0.205,0,"IC2","NIPAL3"
0,0.811200763172099,0.755,0.469,0,"IC2","SDCCAG8"
0,0.828398469636021,0.633,0.347,0,"IC2","SUMF2"
0,2.85377247321656,0.343,0.057,0,"IC2","SERPINA1"
0,0.772007137073575,0.547,0.261,0,"IC2","CLUAP1"
0,0.73294540103204,0.632,0.347,0,"IC2","APTX"
0,0.800991819296879,0.67,0.385,0,"IC2","SLC44A1"
0,0.706421180982716,0.629,0.344,0,"IC2","PARP4"
0,0.555342100590801,0.705,0.42,0,"IC2","USP53"
0,4.93864140518723,0.297,0.012,0,"IC2","RASGEF1C"
0,0.76280197219727,0.708,0.423,0,"IC2","KANK1"
0,5.7767008411169,0.295,0.01,0,"IC2","MUC5B"
0,0.901735683932942,0.691,0.406,0,"IC2","ATXN7L1"
0,1.16488793502477,0.833,0.548,0,"IC2","CLU"
0,0.933833801525782,0.511,0.227,0,"IC2","TSGA10"
0,0.657547191336313,0.654,0.37,0,"IC2","TMEM65"
0,0.671296166880651,0.647,0.363,0,"IC2","PPP1R16A"
0,1.39915645634797,0.464,0.18,0,"IC2","RAP2C-AS1"
0,1.05936282345124,0.563,0.279,0,"IC2","PARP9"
0,0.896569834862312,0.544,0.261,0,"IC2","TRIM27"
0,1.32908023945806,0.499,0.216,0,"IC2","DPH6-DT"
0,0.875462154551297,0.603,0.32,0,"IC2","FBXO28"
0,0.845407978278614,0.725,0.442,0,"IC2","CSNK1G1"
0,0.821606405718632,0.571,0.288,0,"IC2","MBP"
0,1.07963150286077,0.46,0.178,0,"IC2","ZNF496-DT"
0,0.771876816847627,0.751,0.469,0,"IC2","ITSN2"
0,0.890103439955758,0.544,0.262,0,"IC2","GTF3C2"
0,0.780948530464941,0.492,0.21,0,"IC2","ENSG00000243176"
0,0.794941768302528,0.771,0.489,0,"IC2","FLOT1"
0,0.685599112976774,0.629,0.347,0,"IC2","SCAI"
0,0.854415672374677,0.795,0.513,0,"IC2","NT5C2"
0,1.51119581582218,0.431,0.149,0,"IC2","NLRC5"
0,1.07982350750833,0.512,0.23,0,"IC2","ERBB2"
0,1.20504132418831,0.657,0.375,0,"IC2","CHCHD10"
0,1.13193740865737,0.45,0.168,0,"IC2","RAI2"
0,0.879786116272574,0.577,0.295,0,"IC2","PUDP"
0,1.06173710276434,0.586,0.304,0,"IC2","ENSG00000285679"
0,0.670513500523956,0.823,0.541,0,"IC2","CCDC6"
0,1.22738084993576,0.453,0.172,0,"IC2","TRIM14"
0,0.8636656681315,0.531,0.25,0,"IC2","KLF13"
0,0.768168248727286,0.487,0.206,0,"IC2","EPS8L1"
0,0.87526612395244,0.623,0.342,0,"IC2","SLC39A10"
0,1.05456138904742,0.571,0.29,0,"IC2","ITFG2"
0,1.48129809076269,0.417,0.136,0,"IC2","DACH1"
0,1.01985227558832,0.473,0.192,0,"IC2","VPS39"
0,0.985763933707061,0.608,0.327,0,"IC2","ATOSA"
0,1.38169561416376,0.442,0.162,0,"IC2","TNFRSF14"
0,0.894167196289061,0.667,0.387,0,"IC2","GPATCH2"
0,0.287835403031259,0.628,0.348,0,"IC2","BCL6"
0,0.451070844160416,0.554,0.274,0,"IC2","C6orf132"
0,0.699711913691642,0.484,0.204,0,"IC2","SCARA3"
0,1.35617830268536,0.432,0.152,0,"IC2","PRKCQ"
0,0.394832152098238,0.762,0.482,0,"IC2","ZFHX3"
0,0.801289929412689,0.633,0.353,0,"IC2","CABIN1"
0,0.825844586550213,0.796,0.516,0,"IC2","STAG2"
0,1.28340338058692,0.428,0.148,0,"IC2","GPC4"
0,0.776074058645579,0.698,0.418,0,"IC2","MECP2"
0,1.1361180880528,0.826,0.546,0,"IC2","NCALD"
0,0.835820198560036,0.562,0.283,0,"IC2","TMEM276"
0,0.832074003706806,0.77,0.491,0,"IC2","THADA"
0,1.1166769485596,0.513,0.234,0,"IC2","TAPT1-AS1"
0,0.976135466480043,0.455,0.176,0,"IC2","SYK"
0,1.43439184942614,0.438,0.159,0,"IC2","SLC38A6"
0,0.710593075729989,0.592,0.313,0,"IC2","PILRB"
0,2.33900175379338,0.352,0.073,0,"IC2","HP"
0,0.883546216089715,0.605,0.326,0,"IC2","TPGS2"
0,1.20191175094611,0.427,0.149,0,"IC2","RNF207"
0,1.05060172410187,0.505,0.227,0,"IC2","SLC66A3"
0,0.867265413632657,0.554,0.276,0,"IC2","MSH2"
0,1.4429445021674,0.44,0.162,0,"IC2","MGLL"
0,1.26840275130514,0.443,0.165,0,"IC2","ZNF398"
0,1.07534668064344,0.646,0.368,0,"IC2","FBXO32"
0,0.577545186546284,0.653,0.375,0,"IC2","IDH2"
0,0.313622701185136,0.804,0.526,0,"IC2","USP25"
0,0.674739887582165,0.737,0.459,0,"IC2","PDXDC1"
0,0.87901357870014,0.477,0.199,0,"IC2","CELSR1"
0,0.831427474383286,0.816,0.538,0,"IC2","UBE3C"
0,0.683096008681369,0.658,0.381,0,"IC2","LCLAT1"
0,0.932271330798438,0.857,0.58,0,"IC2","GTF2I"
0,1.22847829483052,0.438,0.161,0,"IC2","DENND11"
0,0.909264469729582,0.529,0.252,0,"IC2","NUDCD1"
0,1.15390043145556,0.492,0.215,0,"IC2","TMEM238"
0,0.762367589876376,0.594,0.317,0,"IC2","PPP2R5A"
0,0.943482852352244,0.837,0.56,0,"IC2","PTPN12"
0,0.699192004953477,0.525,0.249,0,"IC2","HPCAL1"
0,1.25526462941104,0.422,0.146,0,"IC2","PODXL"
0,0.688586270195544,0.663,0.387,0,"IC2","CAPN1"
0,0.832805585269637,0.518,0.242,0,"IC2","ITPK1"
0,0.995798095868304,0.511,0.235,0,"IC2","MCTP2"
0,0.766455633194861,0.719,0.443,0,"IC2","MTG1"
0,1.06961602671478,0.505,0.23,0,"IC2","EIPR1"
0,1.13832032579599,0.519,0.244,0,"IC2","PLGRKT"
0,0.746516511429858,0.724,0.449,0,"IC2","NOL10"
0,2.18833952077528,0.409,0.134,0,"IC2","SLC7A11"
0,0.664157158077045,0.698,0.423,0,"IC2","RBM33"
0,1.14626432091677,0.473,0.198,0,"IC2","EXD3"
0,0.773408771855846,0.692,0.417,0,"IC2","ENOSF1"
0,0.52956049892358,0.562,0.288,0,"IC2","ZNF248"
0,0.944226804941585,0.451,0.177,0,"IC2","FAM83H"
0,0.886314875254392,0.482,0.208,0,"IC2","KLHL14"
0,1.11851661582528,0.466,0.192,0,"IC2","POFUT1"
0,2.00648450172574,0.366,0.092,0,"IC2","TMEM139"
0,0.73759053774707,0.567,0.293,0,"IC2","S100PBP"
0,0.728303455035079,0.584,0.31,0,"IC2","SELENOI"
0,0.68717166801078,0.602,0.328,0,"IC2","SF3B3"
0,0.672997199895598,0.737,0.463,0,"IC2","MT-ND6"
0,0.653285448221895,0.553,0.28,0,"IC2","DISC1"
0,1.48428792510525,0.409,0.136,0,"IC2","CELSR2"
0,0.736440864863178,0.604,0.331,0,"IC2","NCK1"
0,0.657266596495964,0.567,0.294,0,"IC2","GTF2IRD2B"
0,1.39464208726507,0.371,0.099,0,"IC2","RSAD2"
0,0.962166599682809,0.453,0.181,0,"IC2","IQANK1"
0,0.852563690971107,0.499,0.227,0,"IC2","FAM53B"
0,1.51760127717714,0.378,0.106,0,"IC2","AHNAK2"
0,0.80725300452667,0.576,0.304,0,"IC2","TRAP1"
0,1.46613679580367,0.398,0.127,0,"IC2","MGAT4A"
0,1.24290831819345,0.857,0.586,0,"IC2","CD47"
0,0.966761850264347,0.477,0.206,0,"IC2","CLDN1"
0,0.928910158838441,0.749,0.478,0,"IC2","ARPC1B"
0,1.25541637217719,0.46,0.189,0,"IC2","MT1F"
0,0.542988603207282,0.66,0.389,0,"IC2","NEDD4L"
0,0.775987094579924,0.548,0.277,0,"IC2","SLC44A2"
0,0.927174995937943,0.475,0.204,0,"IC2","TMPRSS4"
0,0.652953088437611,0.596,0.325,0,"IC2","SOGA1"
0,1.38270188326169,0.408,0.137,0,"IC2","TAFAZZIN"
0,0.860262839677025,0.552,0.282,0,"IC2","NHERF2"
0,0.455292296312634,0.66,0.39,0,"IC2","KHDC4"
0,1.37256675206361,0.468,0.198,0,"IC2","IGKC"
0,0.720902891129835,0.653,0.383,0,"IC2","PPA2"
0,0.791863204208712,0.48,0.21,0,"IC2","TSPAN12"
0,0.507406619475194,0.659,0.389,0,"IC2","FAM91A1"
0,0.707050550946533,0.616,0.346,0,"IC2","TUBGCP2"
0,0.710511420668294,0.632,0.362,0,"IC2","CTDSPL2"
0,0.985787959129196,0.549,0.279,0,"IC2","TTC39C"
0,1.24336023954785,0.432,0.162,0,"IC2","KATNAL2"
0,0.689073903121324,0.717,0.447,0,"IC2","KIAA0319L"
0,0.697992051183409,0.702,0.432,0,"IC2","ATAD2B"
0,0.708580432176847,0.712,0.442,0,"IC2","STAU2"
0,0.628574808448183,0.589,0.319,0,"IC2","FANCC"
0,0.735014341017437,0.593,0.323,0,"IC2","ZNF503"
0,0.524367776621204,0.708,0.438,0,"IC2","TBL1X"
0,1.893564741045,0.356,0.087,0,"IC2","PSD4"
0,0.644849256586181,0.649,0.38,0,"IC2","SRPK1"
0,0.903889502581227,0.532,0.263,0,"IC2","ZNF710"
0,0.577837624508645,0.624,0.355,0,"IC2","GLYR1"
0,0.557087958901401,0.733,0.464,0,"IC2","FDPS"
0,1.0695057047806,0.716,0.447,0,"IC2","PARP14"
0,0.74609621081851,0.719,0.45,0,"IC2","HIVEP1"
0,1.21894299471407,0.572,0.303,0,"IC2","PSMB9"
0,1.0262187508827,0.429,0.161,0,"IC2","RAB25"
0,0.82749460058306,0.52,0.252,0,"IC2","GNPAT"
0,0.626386937191119,0.841,0.573,0,"IC2","PRKCI"
0,0.745662640165109,0.747,0.479,0,"IC2","ERGIC1"
0,1.21641378894973,0.449,0.181,0,"IC2","ORAI2"
0,1.3195917598284,0.418,0.15,0,"IC2","BMS1P1"
0,0.773824742001357,0.809,0.541,0,"IC2","ANK3"
0,1.34128014490406,0.416,0.148,0,"IC2","RAD52"
0,1.37391821789198,0.402,0.134,0,"IC2","ABHD17C"
0,0.517958716969224,0.699,0.431,0,"IC2","CLEC16A"
0,0.730454924608919,0.554,0.287,0,"IC2","NPRL3"
0,0.253022592111743,0.772,0.505,0,"IC2","AAK1"
