"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"BABAM2",1.08434193377872e-11,0.512010877313783,0.51,0.465,3.59036457693473e-07
"SMIM7",1.09920907988763e-11,-0.395913599694278,0.151,0.23,3.63959118441594e-07
"TLE4",1.10523621767129e-11,-0.38920090660678,0.288,0.389,3.65954764033141e-07
"TTC3",1.13455235151055e-11,0.532782468554492,0.462,0.399,3.75661629108659e-07
"SNHG32",1.16737662893132e-11,1.16160719069712,0.267,0.202,3.86530075605448e-07
"LMO7",1.1710165202311e-11,1.40599437077361,0.102,0.046,3.87735280013719e-07
"TBCB",1.17911607774495e-11,-0.518698839797518,0.135,0.21,3.90417124502131e-07
"SP100",1.20226276778746e-11,0.47346620473792,0.532,0.481,3.98081225042107e-07
"ARMH3",1.25214713626206e-11,0.515070079429436,0.463,0.397,4.14598438287729e-07
"BICRAL",1.26183031636656e-11,1.11630901806879,0.271,0.204,4.17804636052131e-07
"ECHDC1",1.27593682976465e-11,-0.304820664001157,0.214,0.311,4.22475443703373e-07
"CMTM7",1.29577596802914e-11,-0.386995508040609,0.288,0.385,4.2904438077413e-07
"PARP8",1.31463645877064e-11,0.402813492258464,0.484,0.411,4.35289277863546e-07
"C1orf122",1.37356845192810e-11,-0.399089100053579,0.099,0.165,4.54802250117915e-07
"SLC36A1",1.41227204261533e-11,-0.496783135635202,0.116,0.186,4.67617396030362e-07
"RCC1",1.44458537292919e-11,1.66904709155208,0.135,0.074,4.78316662830583e-07
"GATM",1.45648570856436e-11,1.16309164250632,0.196,0.128,4.82256982962745e-07
"PDCD2",1.48005490218212e-11,-0.497440034400168,0.07,0.126,4.90060978661523e-07
"ICAM1",1.52373496804727e-11,0.33640926343978,0.432,0.341,5.04523885270132e-07
"LUZP1",1.52601726793619e-11,0.994642498771024,0.247,0.176,5.05279577586352e-07
"GPR132",1.52620291471735e-11,0.822914160403359,0.248,0.171,5.05341047092063e-07
"THRB",1.53536914587711e-11,-1.12815643821083,0.063,0.113,5.08376077891371e-07
"ITFG2",1.53539934955997e-11,1.32157407332662,0.168,0.104,5.08386078632802e-07
"NLN",1.5368844580135e-11,-0.413180256811429,0.132,0.207,5.0887781289285e-07
"XPC",1.54116073863849e-11,1.18768620472583,0.175,0.109,5.10293732170589e-07
"SPAG9",1.54955866113711e-11,0.310813977190202,0.583,0.54,5.13074368289108e-07
"UGGT1",1.57064503887756e-11,-0.359620249461572,0.149,0.23,5.20056278822749e-07
"MEF2D",1.59992997366041e-11,0.891851977101189,0.276,0.208,5.29752813578697e-07
"CNNM2",1.62452305402667e-11,1.06770152626108,0.154,0.089,5.37895828418771e-07
"OAZ2",1.64013505541052e-11,-0.471290408628701,0.153,0.234,5.43065118196978e-07
"PPCS",1.64469953293813e-11,-0.600580142720722,0.148,0.225,5.44576462351145e-07
"MNDA",1.64478582457417e-11,-0.310373983664563,0.399,0.516,5.44605034374752e-07
"ABCA5",1.73056558444463e-11,1.60813812432915,0.1,0.046,5.73007570665461e-07
"PRRC2C",1.74046953205155e-11,0.357151810042549,0.625,0.59,5.76286866757589e-07
"ARSA",1.77912198894541e-11,-0.815923897393737,0.055,0.104,5.89085081759714e-07
"TSEN34",1.79003944200986e-11,-0.76540452416567,0.074,0.13,5.92699959643885e-07
"CBR1",1.84513616889226e-11,-0.836418686255732,0.072,0.128,6.10943036881915e-07
"CHID1",1.85662452802976e-11,-0.493627347104674,0.103,0.17,6.14746947475934e-07
"CHMP1A",1.91508072156497e-11,-0.502989978501158,0.069,0.124,6.34102377717379e-07
"SLFN11",1.94300694661508e-11,-0.38276716610716,0.14,0.216,6.43349030093721e-07
"DANT2",1.94564441942576e-11,2.06677562740185,0.112,0.057,6.44222323716065e-07
"PFDN2",1.9915190347541e-11,-0.404221333346296,0.243,0.339,6.59411867597429e-07
"RCN1",2.01946872654771e-11,-0.608696468656888,0.064,0.116,6.68666290047214e-07
"ZBTB2",2.03059608127736e-11,1.49584619517861,0.126,0.067,6.72350668471748e-07
"RBMX",2.10370134235451e-11,1.12700383623438,0.347,0.29,6.96556551467001e-07
"RTN1",2.10635824261407e-11,0.483507952745992,0.462,0.382,6.97436277711944e-07
"AIP",2.15176070150766e-11,-0.582446305368091,0.112,0.179,7.12469485876202e-07
"CTSA",2.2083447640624e-11,-0.436943552689107,0.241,0.329,7.312050348287e-07
"WDFY4",2.23663353650464e-11,0.658637331876677,0.363,0.294,7.40571730272051e-07
"SNAPC3",2.24912532593581e-11,-0.701427078507983,0.111,0.176,7.44707886670605e-07
"CALHM2",2.2840101484001e-11,-1.04757892794762,0.057,0.106,7.56258600236758e-07
"DLD",2.33773873629615e-11,-0.515905411783142,0.095,0.157,7.74048672975019e-07
"REXO2",2.37783674315949e-11,-0.677364255980206,0.068,0.122,7.87325524027538e-07
"NCOA7",2.41973548206184e-11,0.536393354575021,0.344,0.263,8.01198615465495e-07
"ADCY9",2.43375250978163e-11,-0.667903864006776,0.072,0.127,8.05839793513797e-07
"RILPL2",2.46782171283366e-11,-0.42930527663172,0.383,0.491,8.17120447336354e-07
"WDR45B",2.51143097381006e-11,0.794457656754351,0.314,0.244,8.31559909738248e-07
"WDR70",2.5158914669509e-11,0.422466666714773,0.549,0.503,8.33036823622112e-07
"TNS1",2.56209319141169e-11,1.2958227690553,0.194,0.127,8.48334676608324e-07
"ARHGAP1",2.57000568572722e-11,-0.633468085248618,0.077,0.135,8.50954582601138e-07
"NMI",2.71880195425627e-11,-0.400158968375808,0.14,0.215,9.00222515073793e-07
"ANKRD40",2.72749908282389e-11,-0.646584624378038,0.071,0.126,9.03102221313819e-07
"ARMC9",2.90013872695254e-11,2.22041747630903,0.115,0.06,9.60264933881255e-07
"ERGIC3",2.91297912396797e-11,-0.480431894712457,0.135,0.209,9.64516517737036e-07
"MAP3K5",3.14699729416233e-11,0.483193622674279,0.516,0.463,1.04200227407009e-06
"ERGIC2",3.39524286290021e-11,-0.51065222505605,0.09,0.151,1.12419886433489e-06
"BTG1-DT",3.44142656965666e-11,1.21028830430242,0.161,0.097,1.13949075147902e-06
"BTN2A2",3.46836778513515e-11,1.44540033367891,0.112,0.056,1.1484112573361e-06
"PDCD6",3.47317826602605e-11,-0.383648723270533,0.198,0.286,1.15000405566388e-06
"ARAP2",3.4825955856458e-11,-0.460851406582284,0.23,0.319,1.15312222436318e-06
"TAMALIN",3.51825246379952e-11,-0.732899865667698,0.082,0.139,1.16492857328866e-06
"TXN2",3.57207777899919e-11,-0.649556625362205,0.122,0.191,1.18275067340442e-06
"MTLN",3.59050136250068e-11,-0.719748738866051,0.079,0.135,1.1888509061376e-06
"IPMK",3.60448050563733e-11,0.719207093599014,0.381,0.318,1.19347954022158e-06
"PER1",3.66807531403524e-11,0.727591196653058,0.346,0.278,1.21453641723021e-06
"ANXA7",3.98272768364651e-11,-0.338399154846115,0.213,0.303,1.3187209633322e-06
"PLEKHO1",4.17893065147843e-11,0.556931133707745,0.45,0.388,1.38368572801102e-06
"INTS6",4.25144369961706e-11,0.795571319685192,0.302,0.228,1.40769552338021e-06
"IFI30",4.35723692632388e-11,-0.431854295115619,0.671,0.725,1.4427247186751e-06
"CD99",4.3798851015473e-11,-0.462517983678791,0.291,0.386,1.45022375597333e-06
"NUDT4",4.41324838293646e-11,1.38454356271503,0.137,0.077,1.46127067207409e-06
